SquareRootSum,Well Name,API Number
24673.697511512135,STATE 31-3-3H,33-053-06270-0000
27127.648949381884,TETON  5-1-3TFSH,33-053-06276-0000
25474.608455707417,KINGS CANYON 4-1-27MTFH,33-053-06283-0000
26011.859454864043,RITA 44X-34G,33-053-06303-0000
25410.13129419248,RITA 44X-34H,33-053-06305-0000
27418.748705746948,BRIER 5200 42-22 10B,33-053-06312-0000
25884.143861669443,RACCOON 150-94-04B-09H,33-053-06324-0000
25626.531204251973,SATTER 31X-1G2,33-053-06336-0000
25417.69246214337,OLSON 152-96-30-31-13HLW,33-053-06354-0000
19428.536816559295,P. LEVANG 2-14-23TH,33-053-06402-0000
25080.643399753524,THOMPSON 6-29-32BHD,33-053-06415-0000
26824.906687062306,JOHNSRUD FEDERAL 34X-14A,33-053-06419-0000
25211.293573031908,CURTIS MOEN 41-26-3H,33-053-06435-0000
25488.879424221457,VERONICA USA 14-22TFH,33-053-06520-0000
26461.416687110686,AN-PROSSER- 152-95-1102H-7,33-053-06534-0000
27174.62149889304,MERTON 21-15TFH,33-053-06597-0000
28945.356941215978,HOLSTEIN FEDERAL 10-25H,33-053-06624-0000
25693.810569777306,STATE 9-25-24BH,33-053-06719-0000
25935.053703898513,TOBACCO GARDEN 24X-32E,33-053-06725-0000
25736.52903469308,ANDERSMADSON 5201 14-25 11B,33-053-06767-0000
25889.33649149008,KLAMM 34X-9DXA,33-053-06771-0000
25495.44163314101,SADDLE BUTTE 21-16 TFH-2SH,33-053-06782-0000
25209.47514002622,HOMER FEDERAL  14X-32B,33-053-06855-0000
25077.035064426975,LEFTY 5200 12-30 8T,33-053-06890-0000
25484.593433876867,KINGS CANYON 3-1-27MTFH,33-053-06284-0000
25422.956718055044,SKAAR FEDERAL 153-96-28-21-4H,33-053-06734-0000
25941.923061579302,JOHNSRUD  5198 12-18 4T2,33-053-06975-0000
25468.038634877244,JOHNSRUD  5198 14-18 12B,33-053-06985-0000
25613.922456734348,KOALA 44-5TFHU,33-053-07015-0000
25578.50221319458,ROLFSON N  5198 12-17 7T,33-053-07038-0000
25538.206146838114,ROLFSON N  5198 11-17 2B,33-053-07095-0000
25252.428666251093,LAWLAR N 5199 42-23 4B,33-053-07111-0000
26137.46902688935,LUNDIN 11X-15A,33-053-07116-0000
25443.83429665427,LAWLAR N 5199 44-23 10T,33-053-07121-0000
25229.010443933388,ERNIE 8-2-11BHD,33-053-07144-0000
25858.266922591698,FORT BERTHOLD 152-94-22D-15-10H,33-053-07231-0000
25325.601841932603,HA-GRIMESTAD- 152-95-3031H-6,33-053-07254-0000
25512.992357779203,ROLFSON S 5198 12-29 5B,33-053-07270-0000
25629.598675517725,ROLFSON S 5198 12-29 6T,33-053-07271-0000
25575.464503482628,ROLFSON S 5198 14-29 11T,33-053-07279-0000
26273.59531678906,TOBACCO GARDEN 31X-29D,33-053-07357-0000
25357.156888107547,KOALA 44-31-3TFH,33-053-07403-0000
33142.92055015067,HEREFORD FEDERAL 8-20H2,33-053-07430-0000
25812.036211289105,BB-CHAPIN A- 151-95-0403H-2,33-053-07485-0000
25839.59995993746,BB-CHAPIN A- 151-95-0403H-3,33-053-07486-0000
23875.530021475963,FLATLAND 43-9HU,33-053-07528-0000
25528.565577033503,TARENTAISE FEDERAL 7-19H,33-053-07550-0000
25690.913761096548,TARENTAISE FEDERAL 8-19H2,33-053-07551-0000
25231.98609796898,HA-GRIMESTAD- 152-95-3031H-8,33-053-07638-0000
25571.13532411301,LILLIBRIDGE-VEEDER 3E MBH-ULW,33-053-07714-0000
26598.44221984626,HAGEN BANKS 5198 13-6 10T,33-053-07718-0000
26618.69252509597,HAGEN BANKS 5198 12-6 9BX,33-053-07782-0000
27332.83927031548,OMLID 2-19H,33-053-07968-0000
25267.33071794486,BB-LARS ROTHIE- 151-95-3229H-8,33-053-07675-0000
25594.65124707895,BB-OLE ANDERSON- LW-151-95-3130H-1,33-053-07993-0000
24420.604627478002,ROLFSRUD STATE  152-96-21-16-12H,33-053-05280-0000
24853.06881094566,GUSTAFSON 148-100-5-8-2H,33-053-05367-0000
26153.95475968405,KENNEDY 4-31H1,33-053-06176-0000
25578.648111315422,KOALA 13-31-25-1H,33-053-06306-0000
26318.79301591165,STENEHJEM 31X-28D,33-053-06602-0000
25852.66870963228,FLATLAND FEDERAL 11-4-2H,33-053-06712-0000
26566.640697687017,SEQUOIA 31-4TFH,33-053-05656-0000
25422.835189616442,JONSRUD 152-96-33D-28-1HS,33-053-05679-0000
19129.780296323323,GILBERTSON 11X-26FXG,33-053-05752-0000
24850.935575144853,HA-ROLFSRUD- 152-96-1720H-3,33-053-05838-0000
26316.33485594071,DALLAS 2X-13H,33-053-05855-0000
24962.780878790327,KLINE FEDERAL 5300 41-18 10B,33-053-06026-0000
24931.81442675202,HAMMERHEAD 21-26MBH,33-053-06073-0000
26821.10678295174,QUALE FEDERAL  2-1H,33-053-06121-0000
26353.01991062884,JOHNSRUD FEDERAL 34X-14H,33-053-06257-0000
25846.17175020123,STATE 31-3HU,33-053-06272-0000
25919.609298924628,OLSON 152-96-30-31-4HLW,33-053-06360-0000
26300.83898950944,ETSTATIS 32-29HW,33-053-06430-0000
19272.511442386018,MAGNUM 36-12-MB2,33-053-06462-0000
26150.855733166743,FORT BERTHOLD 152-93-7C-6-9H,33-053-06583-0000
25933.904428390648,JOHNSRUD 151-98-30-31-4H,33-053-06636-0000
25328.18180889422,BB-EIDE- 151-95-3328H-3,33-053-06659-0000
25154.146654967248,BB-EIDE- 151-95-3328H-4,33-053-06660-0000
25269.714664319024,HA-THOMPSON- 152-95-1720H-8,33-053-06059-0000
26173.021288267428,GRANLI 34X-20H,33-053-06206-0000
25329.987853459384,SHIRLEY MOEN 44-34-3H,33-053-06515-0000
26276.381791784042,JOHNSRUD FEDERAL 34X-14F,33-053-06807-0000
25496.452186578823,ROLFSON N  5198 14-17 11BX,33-053-07042-0000
25696.02661427638,OLD HICKORY  43-32 MBH-R,33-053-07118-0000
25069.22056546633,ROLLA FEDERAL 31-3-2TFH,33-053-07149-0000
26474.9295089241,MALM 149-98-14-23-4H,33-053-07230-0000
19624.64015491749,WATER 151-94-16DH-TF,33-053-07262-0000
26091.757340041317,ROLFSON S 5198 12-29 8T,33-053-07273-0000
19696.343013425107,SKAAR FEDERAL 153-96-30-1H,33-053-07289-0000
25487.356807658576,FORLAND  5198 41-33 5B,33-053-07393-0000
26197.518885573878,FORLAND 5098 13-4 8T,33-053-07396-0000
25813.63716402824,CHERYL 17-20 #1H-R,33-053-07410-0000
25955.900966832185,KDM 3-7-6T2HD,33-053-07423-0000
25574.471165723055,BB-FEDERAL 151-95-1708H-11,33-053-07480-0000
25684.10412375717,BB-CHAPIN A- 151-95-0403H-5,33-053-07488-0000
25161.21120662517,ARDEN USA 14-9TFH,33-053-07508-0000
26093.537145002017,KOALA FEDERAL 31-25HU,33-053-07516-0000
25708.30485574846,TARENTAISE FEDERAL 2-19H1,33-053-07543-0000
26228.01829061624,OYLOE 5199 43-23 8T,33-053-07526-0000
26497.40429627023,FORT BERTHOLD 152-93-7C-6-5H,33-053-07548-0000
25516.979017595324,REMINGTON  3D UTFH,33-053-07635-0000
26171.065259024133,OYLOE 5199 42-23 4B,33-053-07653-0000
25930.61762709288,PATSY 5198 11-5 2BX,33-053-07733-0000
25556.54275368443,FRICK 24-8-1TFH,33-053-07762-0000
26228.77254700456,PATSY 5198 12-17 4B,33-053-07813-0000
25668.86467602531,CROFF 22A MBH,33-053-07851-0000
25939.552128147854,CRANE 150-94-33C-28H,33-053-07986-0000
24719.988354819263,BB-BUDAHN- LS-150-95-0506H-1,33-053-07377-0000
25500.11182422736,RUBY PARSHALL 31-30HZ,33-053-07568-0000
25520.5633895982,ROLFSON S 5198 14-29 12B,33-053-07280-0000
32965.7795522099,HEREFORD FEDERAL 4-20H2,33-053-07432-0000
25647.441464099298,BB-FEDERAL 151-95-1708H-9,33-053-07478-0000
25818.998357829452,FORT BERTHOLD 151-94-34C-27-2H,33-053-03624-0000
25681.938437682227,MANDAN 150-94-32C-29H TF,33-053-03783-0000
25318.031297049933,ANTELOPE 1-23H2,33-053-04101-0000
26032.309033831403,KIRKLAND 15E-23/14H,33-053-03967-0000
25457.896931278512,PAUL 1-26/35H,33-053-04229-0000
25323.461369417884,USA 153-95-1B-7-3H,33-053-04398-0000
24961.684838399833,WISNESS 152-96-33C-28-4H,33-053-04474-0000
25372.468373487038,ROLLEFSTAD FEDERAL 9-3H,33-053-04728-0000
25713.968605271726,WAHPETON 8-16H1,33-053-04736-0000
25669.47924371665,WAHPETON 5-16H2,33-053-04747-0000
25661.538107886285,ROLLEFSTAD FEDERAL 10-3H-2,33-053-04729-0000
25786.245618160472,ROEN 24-10-2H,33-053-04771-0000
22115.000010752883,TALLAHASSEE 2-16H,33-053-04854-0000
25102.994473171922,MONSON 152-102-35-26-1H,33-053-04442-0000
26309.773399725433,JAY 24-13F #1H-R,33-053-04486-0000
24837.509330880985,BILL 14-23 3H,33-053-04833-0000
24940.27800954913,BILL 14-23 5TFH,33-053-04834-0000
24727.046034825915,SAETZ FEDERAL 43-36H,33-053-04858-0000
24773.129730415574,ALICE 44X-34G,33-053-04948-0000
25439.062993443764,BW-JOHNSON 149-99-1003H-2,33-053-05022-0000
25284.513934978066,SALERS 2-27H,33-053-05059-0000
25779.266508913708,PONCHO 1-3-10TH,33-053-05115-0000
25424.728874465898,HA-CHAPIN 152-95-3229H-5,33-053-05136-0000
26383.515019346836,CAPITOL 24-7TFH,33-053-05152-0000
24971.056229613114,EVY JUNE 41-18HU,33-053-05535-0000
25195.384321817757,TALON 3-9-4H,33-053-05555-0000
25648.49737641759,HOLM 150-98-5-8-10H,33-053-05089-0000
26374.798476653807,SEQUOIA 41-4TFH,33-053-05658-0000
25342.0426474288,TIMBER CREEK 21-27-3H,33-053-06742-0000
25729.223214518155,JOHNSON 4-9-3-10LL,33-053-04962-0000
18969.699891363594,SAND CREEK STATE 153-96-16-10H,33-053-04823-0000
25459.992735036278,PATTERSON FEDERAL 2-13H,33-053-04866-0000
27314.9435515159,SKARSTON 1-12 #2TFH,33-053-05080-0000
24485.05665037555,BLUE RIDGE 34-31TFH,33-053-05100-0000
24781.25022293266,MONTPELIER 4-14H,33-053-05199-0000
25645.08429030601,SCOTT 150-99-13-24-5H,33-053-05276-0000
24177.55783448775,WISNESS STATE 152-96-21-16-10H,33-053-05277-0000
25046.915895992064,STATE  152-102-36-25-5H,33-053-05382-0000
19361.083970366948,MARC 13-36H,33-053-05411-0000
25661.175626477052,ROLFSON 14X-34B,33-053-05415-0000
25535.974632733327,FLECK 150-100-12-1-3H,33-053-05704-0000
24985.70617953393,GOOD SHEPHERD 41-15H,33-053-05952-0000
25827.371955202878,AN-EVENSON 152-95-0310H-3,33-053-05026-0000
25767.499404530896,KOALA WOLD 153-97-1-5-9-15H,33-053-05050-0000
25869.073185477675,HOLM 150-98-5-8-2H,33-053-05088-0000
24451.19989827902,HA-THOMPSON 152-95-2017H-4,33-053-05092-0000
24703.936556121982,CRATER LAKE 41-14MBH,33-053-05191-0000
25636.518550772453,DWYER 150-101-35-26-2H,33-053-05217-0000
24076.62229300447,WISNESS STATE 152-96-21-16-11H,33-053-05279-0000
25890.058723318878,HOFFMAN 149-98-14-23-3H,33-053-05335-0000
25141.86631701195,FORT BERTHOLD 152-94-24D-13-7H,33-053-05403-0000
25490.450519802507,HAGEN 149-100-9-4-5H,33-053-05445-0000
25490.092102856357,HAGEN 149-100-9-4-6H,33-053-05446-0000
25358.52220497283,AN-GUDBRANSON- 153-94-2215H-7,33-053-05455-0000
26111.885151164402,HA-NELSON A- 152-95-3427H-6,33-053-05482-0000
19389.892973825306,THUD 12-36H,33-053-05492-0000
25410.210950169225,NORMAN 44-33MBH,33-053-05508-0000
25379.295403082015,MCCOY 44X-36D,33-053-05537-0000
25594.634319327557,BERQUIST 31X-2G,33-053-05583-0000
25030.929985727656,HA-THOMPSON-LW 152-95-2017H-1,33-053-05603-0000
25413.078398023725,SOVIG 24-22H,33-053-05607-0000
25141.19218657898,GUY FEDERAL 24X-35E,33-053-05629-0000
27123.59984915166,STEELE FEDERAL 4-24AH1,33-053-05646-0000
25261.815899940764,VAN DYKE FEDERAL 44X-19A,33-053-05748-0000
25463.381280421105,MOBERG 3-20-21BH,33-053-05788-0000
24749.93593547264,SHENANDOAH 14-36MBH ULW,33-053-05797-0000
25046.714203376057,SALERS FEDERAL 3-27H,33-053-05917-0000
21659.168253180917,ROLFSRUD STATE 152-96-29-32-3HX,33-053-05966-0000
25324.041796224,OMLID 41X-13D,33-053-05903-0000
25574.80288377801,JOHNSON 24X-31E,33-053-06049-0000
24619.971029909844,J GARVIN JACOBSON 150-101-8-5-8H,33-053-06188-0000
25489.461486192682,KIRKLAND 41-28TFH,33-053-06422-0000
25967.358470972747,STATE 4-25-24TH,33-053-06716-0000
18668.51549494228,STATE 11X-16TF4,33-053-06722-0000
26592.921443339015,RICHARD 8-5 XE #1H,33-053-06818-0000
26164.471661933094,KOALA 4-4-28-4H3,33-053-05736-0000
25321.67142344478,COPPER DRAW 11-27TFH ULW,33-053-05888-0000
25530.01373330026,CHALMERS 5300 21-19 5T,33-053-06018-0000
25985.68520696732,MINK 150-94-04B-09H TF,33-053-06325-0000
24715.253222593128,ARNEGARD 21-26-3H,33-053-06398-0000
25344.257291483213,BOGGS 3-29-32T2HD,33-053-06692-0000
24975.895690206988,HARLEY FEDERAL 24X-15A,33-053-06941-0000
25350.934957977388,REMINGTON 3C MBH,33-053-07634-0000
25225.708442033894,IDA 5200 21-28B,33-053-04982-0000
25174.8305613444,KOALA 16-32-29-1H,33-053-05223-0000
28714.017447931245,BRIER  5200 44-22 5T,33-053-05440-0000
24643.500321636533,ARCHES 34-35TFH,33-053-05532-0000
26146.783875872763,AKRON 6-34H1,33-053-05066-0000
24831.297863857217,ARCHER 24-25TFH,33-053-05133-0000
24399.575113564988,KARST 21-17-1H,33-053-05226-0000
26512.003493529115,HA-CHAPIN-LE- 152-95-3229H-1,33-053-05257-0000
21739.34160888043,ROLFSRUD STATE  152-96-21-16-2HZ,33-053-05281-0000
25328.674317715486,CHERRY STATE 31-16-2H,33-053-05285-0000
26085.57084512624,HOFFMANN 149-98-11-2-10H,33-053-05330-0000
25932.349170293077,ANTELOPE  1-32-29H,33-053-05373-0000
25214.53699398226,FORT BERTHOLD 152-94-24D-13-5H,33-053-05405-0000
25135.616353891146,NORMAN 21-4MBH 2SH,33-053-05498-0000
24771.4142157851,MOBERG 1-22-15BH,33-053-05525-0000
19651.592515457876,SHERVEN TRUST 153-95-27D-5H,33-053-05577-0000
26537.08635590765,KOALA 4-4-6-4H3,33-053-05590-0000
26119.98835421065,KOALA 4-4-28-4H,33-053-05593-0000
26344.42456254454,KALE BAD BRAVE 19-18HX2,33-053-05611-0000
25617.51635112194,BB-BUDAHN A- 150-95-0403H-10,33-053-05618-0000
24833.535571633773,FLATLAND FEDERAL 11-4HR,33-053-05635-0000
21999.641886360332,WALTON FEDERAL  41X-19D,33-053-05649-0000
24459.47924747377,SNAPPER 152-94-33C-28H,33-053-05662-0000
24607.735694957795,SWALLOW TAIL  152-94-32D-29H,33-053-05663-0000
25518.50860181488,JONSRUD 152-96-34C-27-2HS,33-053-05681-0000
19950.756429772282,THOMPSON FEDERAL 41X-17-TF2,33-053-05683-0000
26101.088772202587,HA-MOGEN- 152-95-0805H-8,33-053-05724-0000
26490.260692203465,MASTON 34-27 #7TFH,33-053-05735-0000
25122.04405879625,BW-KRAETSCH- 149-99-1423H-4,33-053-05746-0000
25622.782227736316,VAN DYKE FEDERAL 44X-19B,33-053-05750-0000
25319.48639202818,NYGAARD 150-101-28-33-4H,33-053-05859-0000
25957.16864639901,LINSETH 3-22-15TH,33-053-05882-0000
25376.62366879408,FORT BERTHOLD 152-93-19D-18-10H,33-053-05899-0000
25310.154799439693,MCCOY 44X-23D,33-053-05938-0000
25502.61351902781,LUNDIN FEDERAL 31X-9D,33-053-05941-0000
24775.610779926294,GUNDER T. 21-30-2H,33-053-05946-0000
26046.878445172657,SEVERIN 2-16-17BH,33-053-05975-0000
26222.799935249095,BAILEY 5-24H,33-053-06002-0000
25384.80104716403,STATE 4-16-21BH,33-053-06034-0000
24842.523474254784,SAND CREEK FEDERAL 153-96-21-28-10H,33-053-06063-0000
25332.16566998566,SIMPSON 151-102-5-8-10TFH,33-053-06101-0000
24799.790587349722,JOHNSON FEDERAL 11X-5A,33-053-06142-0000
29202.567750141425,LUN USA 11-14H,33-053-06217-0000
25477.76354488164,KLINE FEDERAL 5300 11-18 5B,33-053-06223-0000
25685.312279512975,KINGS CANYON 6-1-27MTFH,33-053-06282-0000
25437.59408777489,SORENSON 14X-33A,33-053-06286-0000
25800.68309902666,MOBERG FEDERAL  149-95-29-32-13HLW,33-053-06358-0000
26523.46354526309,BAILEY 7-24XH,33-053-06410-0000
25978.421863232958,ARNEGARD 150-100-23-14-9TFH,33-053-06498-0000
25296.283480434435,NOONAN FEDERAL 3-18-19H,33-053-06556-0000
25037.135227547496,SUN NOTCH 42-32MBH,33-053-06570-0000
24816.35949252831,PATTERSON FEDERAL 6-13H,33-053-06627-0000
25793.61950872541,SKAAR FEDERAL 153-96-28-21-12H,33-053-06735-0000
25274.78013264606,FORT BERTHOLD 152-93-19D-18-12H,33-053-06750-0000
25482.389977394192,ASHLEY 13X-9H,33-053-06757-0000
26356.38497776962,FLATLAND FEDERAL 11-4TFHU,33-053-05636-0000
26912.40304622573,STEELE FEDERAL  3-24AH,33-053-05645-0000
25292.363736440293,MASTON 34-27 #2H,33-053-05731-0000
26177.284146564936,HA-MOGEN-LE- 152-95-0805H-1,33-053-05732-0000
25217.951496376543,STATE 16-21-17-20LL,33-053-06036-0000
25811.072188066886,NORFOLK 6-1H1,33-053-06135-0000
25880.080570757502,AMUNDSON 34X-22B,33-053-06157-0000
24948.080422741947,HELSINGBORG FEDERAL 153-96-22-27-10H,33-053-06172-0000
26029.693959063366,BW-ERLER- LE-149-99-1522H-1,33-053-06183-0000
24581.77250749018,J GARVIN JACOBSON 150-101-8-5-5H,33-053-06191-0000
29165.431995033094,ERNESTINE USA 11-14TFH-2B,33-053-06218-0000
19594.690659362295,ROLLA FEDERAL  153-96-29-4H,33-053-06226-0000
25068.65735056427,FRISCO 2-31H1,33-053-06230-0000
28824.9571937167,BRIER 5200 42-22 9T,33-053-06313-0000
25415.421446484022,SATTER 31X-1CXD,33-053-06337-0000
25858.871737956782,OLSON 152-96-30-31-2H,33-053-06357-0000
25165.38351705374,EIDE 41-13HU,33-053-06387-0000
24899.984603175963,THOMPSON 7-29-32BHD,33-053-06413-0000
24718.753216958576,RJ MOEN 41-26HU,33-053-06434-0000
19558.390807016818,MAGNUM 36-13-TF2,33-053-06463-0000
25112.325269325418,LOIS MOEN  44-34HU,33-053-06516-0000
25652.790952440242,SUN NOTCH 43-32MBH,33-053-06576-0000
25436.643012661872,FORT BERTHOLD 152-93-19D-18-9H,33-053-06752-0000
25601.237556212003,GUDMUNSON 1-1-26MBH,33-053-06825-0000
26655.85327888792,NORDENG 34X-23E,33-053-06901-0000
24749.093471527398,USA 153-96-24C-13-5H,33-053-05961-0000
25563.755511053143,SMOKEY 2-16-21-16H,33-053-06859-0000
25218.07552099089,LEFTY 5200 12-30 9B,33-053-06893-0000
22762.926955811286,WEST CLARK 105-0136H,33-053-06956-0000
25431.23933341826,ROLFSON N  5198 12-17 6B,33-053-07037-0000
25634.05393656064,AKRON FEDERAL 7-27H,33-053-07059-0000
25488.34435483011,HA-CHAPIN- 152-95-2932H-7,33-053-07080-0000
25411.99989126397,HA-CHAPIN- 152-95-2932H-9,33-053-07082-0000
25856.675444024124,TAT 8-33-28BHD,33-053-07087-0000
25404.020058016406,JOHNSON 31X-6G,33-053-07098-0000
25620.705572300307,LAWLAR N FEDERAL 5199 44-23 12TX,33-053-07123-0000
24887.24110411598,FOREMAN 12-11-1-2BH,33-053-07139-0000
25009.624021676136,ROLLA FEDERAL 21-3-3TFH,33-053-07158-0000
25923.17346175811,LUND 21X-17B,33-053-07193-0000
26094.375273158006,LUND 21X-17AXD,33-053-07216-0000
24713.200865933977,BB-SIVERTSON- 151-95-2019H-6,33-053-07234-0000
19727.677657838998,SKAAR FEDERAL 153-96-30-5HLW,33-053-07290-0000
25893.403478538698,KDM 7-7-6BHD,33-053-07315-0000
32612.95801199425,HEREFORD FEDERAL 3-20H,33-053-07428-0000
25699.70841099175,TIPI V 3-13-12TH,33-053-07456-0000
25625.894546120726,BB-CHAPIN A- 151-95-0403H-6,33-053-07489-0000
25597.04967546846,OYLOE 5199 14-26 12TX,33-053-07575-0000
25353.219804545537,ANDERSON RANCH 3C-MBH,33-053-07579-0000
26728.418290920246,WHITE 5198 11-18 8TX,33-053-07644-0000
26016.395127811233,WHITE 5198 12-6 6T,33-053-07646-0000
26425.833240692715,FLATLAND 24-9-2XH,33-053-07670-0000
25407.462947008305,AN-DINWOODIE- LE-153-94-2833H-1,33-053-07692-0000
25789.911246252865,LOCKWOOD USA 44-22TFH,33-053-07704-0000
25708.630172035617,LILLIBRIDGE 3D UTFH,33-053-07713-0000
25733.05050742333,BB-LARS ROTHIE- 151-95-2932H-3,33-053-07738-0000
25505.487037890493,HELLANDSAAS 44-8-2H,33-053-07769-0000
25726.306403308266,SC-1WX -152-99-0809H-8,33-053-07846-0000
26541.374552566038,MATHISTAD  22B UTFH,33-053-07854-0000
26047.128353814744,VARDON 2-14H,33-053-07885-0000
25209.323165051457,IRON WOMAN USA 14-9H,33-053-07921-0000
25926.650796122896,OTIS 6-28-33BHD,33-053-07980-0000
24412.004067089616,AN-LONE TREE- 152-95-1207H-3,33-053-08022-0000
25826.676400659842,ANDERSON STATE 152-96-16-21-20H,33-053-08073-0000
26033.97921919736,ERNIE 7-2-11BHD,33-053-07141-0000
25554.61327165997,LUND 21X-17A,33-053-07191-0000
24661.333239255335,REDBELLY 152-94-18A-19H-TF,33-053-07684-0000
25286.31534499244,HELSINGBORG FEDERAL 153-96-27-22-12H,33-053-07696-0000
25960.732871167176,PATSY 5198 11-5 3TX,33-053-07734-0000
25179.767870764812,BB-OLE ANDERSON- 151-95-3130H-9,33-053-07992-0000
25273.58208979487,MCCOY 44X-36C,33-053-05538-0000
25735.20292440104,SERRAHN 41X-6H,33-053-05628-0000
24835.711850003416,BILLY RAY VALENTINE 2-8-5H,33-053-05774-0000
25339.06974163811,D ANNUNZIO 3-7-6H,33-053-05831-0000
26290.590924528493,AN-PROSSER- 152-95-1102H-9,33-053-06536-0000
26181.71707508887,FORT BERTHOLD 152-93-7C-6-12H,33-053-06580-0000
24854.382060868058,USA 153-95-22C-15-3H,33-053-05208-0000
26305.095608790325,KOALA 4-4-6-4H,33-053-05589-0000
25370.305059705137,BULLRUSH 34-10MBH-A,33-053-05666-0000
25431.28983502213,NYGAARD  150-101-28-33-2H,33-053-05861-0000
25841.80183652835,BW-ARNEGARD STATE- 151-100-3625H-6,33-053-05994-0000
27718.643787898425,JONES 1-15-23TH,33-053-06249-0000
26394.490473581795,JOHNSRUD FEDERAL 34X-14G,33-053-06255-0000
26061.150526475227,TAT 5-35-26TH,33-053-06260-0000
25760.22902547452,CHICAGO 7-26H,33-053-06406-0000
26111.69537574303,ECKERT 41X-6DXA,33-053-06464-0000
26345.311482358677,BOULDER 3-4H1,33-053-06555-0000
25660.49744942798,TOBACCO GARDEN 11X-17A,33-053-06591-0000
25476.783877216527,STENEHJEM  14X-9HA,33-053-06594-0000
25535.759455821946,STENEHJEM  14X-9HB,33-053-06596-0000
25359.81828912818,BB-EIDE- 151-95-3328H-7,33-053-06663-0000
25881.90694126111,SONDROL 11-3HU,33-053-06704-0000
25877.29784555567,STATE 4-25-24T2H,33-053-06718-0000
25643.97624375752,TOBACCO GARDEN 24X-32B,33-053-06728-0000
25376.40206968868,SORENSON 31X-28C,33-053-06790-0000
25801.18776274457,SMOKEY 2-16-21-15H3,33-053-06856-0000
25744.636919840217,STENEHJEM 14H,33-053-06916-0000
25738.725524440793,STENEHJEM 15H,33-053-06917-0000
25630.414264699273,JERRY 3-8H,33-053-05295-0000
24726.894232169558,GUY FEDERAL 24X-35F2,33-053-05633-0000
25536.88040976227,JOHNSRUD  5198 12-18 9B,33-053-06980-0000
25450.16480412062,LAWLAR N 5199 43-23 8T,33-053-07119-0000
25415.36489949338,ROLLA FEDERAL 31-3-1TFH,33-053-07148-0000
25283.704346651815,NORFOLK 10-1H1,33-053-07283-0000
20016.47853953337,SKAAR FEDERAL 153-96-30-4H,33-053-07286-0000
25587.52700454071,FORLAND  5198 41-33 2TX,33-053-07390-0000
25988.86282911201,FORLAND 5098 13-4 9B,33-053-07397-0000
32875.18715365892,HEREFORD FEDERAL 2-20H1,33-053-07433-0000
25324.881367984726,LASSEN 2-1-26MBH,33-053-07470-0000
26460.491221005326,OYLOE 5199 42-23 3T,33-053-07652-0000
24072.823489869235,SMOOTH GREEN 152-94-18A-19H,33-053-07677-0000
25391.42026398681,BEGOLA USA 34-22H,33-053-07706-0000
25989.95797356356,MATHISTAD 6-8-35 MBH,33-053-07858-0000
25456.73171865548,CROFF 6-1-2 UTFH,33-053-07859-0000
25915.010254369958,VARDON 4-14H,33-053-07883-0000
22082.522446244675,AN-LONE TREE- 152-95-1207H-2,33-053-08023-0000
26181.120133411023,ANTELOPE 2-34-27H,33-053-08153-0000
26958.439013273746,ANDERSON FEDERAL 152-96-9-4-20H,33-053-08072-0000
26192.497551779976,AN-PROSSER- 152-95-1102H-8,33-053-06535-0000
27580.627546160005,TETON 7-1-3TFSH,33-053-06299-0000
25966.436431177844,SUN NOTCH 41-32TFH,33-053-06613-0000
24811.80955210643,ROLLA FEDERAL 31-3-3TFH,33-053-07150-0000
32723.07681548451,HEREFORD FEDERAL 1-20H,33-053-07429-0000
25937.53450729078,FLATLAND 43-9-1XH,33-053-07531-0000
25563.051087262647,TARENTAISE FEDERAL 9-19H,33-053-07552-0000
19542.812786996656,POINTER 149-94-23AH,33-053-03711-0000
24340.706817683007,TARPON FEDERAL 44-19-2RH,33-053-04029-0000
25624.669093201966,JORE FEDERAL 2-11-2H,33-053-04150-0000
24630.064330577785,FORT BERTHOLD 152-93-9C-10-4H,33-053-03850-0000
24819.8258430715,JORE FEDERAL 2-11-1H,33-053-04152-0000
25563.39447256565,RUBY 31-30HW,33-053-04284-0000
25012.596684520784,BB-BUDAHN 150-95-0506H-5,33-053-04595-0000
18895.925357624063,CLEAR CREEK 152-96-34B-5H,33-053-04651-0000
25748.960466814966,ROWE 150-101-1-12-2H,33-053-04333-0000
26577.39380613532,FORT BERTHOLD 152-93-7D-6-1H,33-053-04538-0000
26011.557705299005,BOBCAT 150-94-04A-09H TF,33-053-04716-0000
25076.39899370721,MARTELL 36-25HTF2,33-053-04825-0000
25585.50252564135,BB-BUDAHN-150-95- 0506H-2,33-053-04272-0000
25707.98718631235,ROLLEFSTAD FEDERAL 8-3H-3,33-053-04727-0000
25487.9374469591,WAHPETON 13-16H,33-053-04731-0000
25509.43153433451,WAHPETON 6-16H,33-053-04748-0000
25136.098592504368,JEROME 21-15MBH 2SH,33-053-04871-0000
24782.930873940233,JOHN FEDERAL 5201 41-12B,33-053-04887-0000
25471.03343612308,WAHPETON 9-16H,33-053-04735-0000
25496.839179600283,LAWLAR 3-5-8BH,33-053-04806-0000
25766.570768373505,JOHNSON 2-4-9TH,33-053-04959-0000
25699.840323396955,LOOMER 41X-4G,33-053-04988-0000
25799.05426865295,ZORRO 4-35-26BH,33-053-05086-0000
25132.141744644447,CHEETAH USA 14-16TFH,33-053-05317-0000
25202.61468690104,ERSA FEDERAL 2-4H,33-053-05413-0000
